축제명,간단한 소개,내용글,포스터 이미지,이미지1,이미지2,이미지3,시작일,종료일,주소,운영기관,연락처
영광찰보리 축제,영광군 찰보리 시배지로서 지역 농업생산물을 널리 알리기 위한 축제,"제11회 영광찰보리 축제는 ‘찾아보리, 먹어보리, 즐겨보리’라는 주제로 5. 10.(토)~5. 11.(일) 2일간 군남면 지내들 돌탑공원에서 개최한다. 올해 축제는 지역주민과 향우, 관광객이 함께 어울릴 수 있는 다채로운 체험 프로그램과 전국 경연대회로 허수아비 만들기 대회, 시 낭송 대회, 창작시 대회, 어린이 트로트 가요제, 영광찰보리축제배 공기 게임 대회 등을 개최하여 많은 가족 단위 방문객을 축제장으로 유치할 전략을 세우고 있다. 또한 관광객에게 다양한 볼거리를 제공하기 위하여 축제장 일원에 곤포 조형물과 500여 점의 다양한 허수아비를 설치할 계획이다. 5월 가정의 달을 맞이하여 개최되는 축제인 만큼 많은 가족 단위, 친구, 연인과 함께 지내들 돌탑공원을 방문하여 소중한 추억을 만들수 있다.
[행사내용]
1. 경연대회 : 제1회 전국 시낭송 대회, 제2회 전국 허수아비 만들기 대회, 제2회 전국 창작시 대회, 제1회 영광찰보리배 전국 공기 게임 대회, 제1회 전국 어린이 트로트 가요제 등
2. 부대프로그램 : 보리밭 둘레길 포토스팟, 보리 시화전, 허수아비 전시, 바람개비 둘레길 등
3. 각종공연 :군남 농악대, 난타·플룻, 단심줄, 시낭송 콘서트, 축하쇼, 댄스파티 등
4. 체험 : 보리타작(도리깨), 떡메치기, 전통놀이 체험, 황금오리 잡기 체험, 보리밭 보물찾기, 에어바운스, 투어기차, 동물농장, 찰보리 셀카 사진 촬영, 풍선아트 체험, 창포 샴푸 만들기 체험 등
5. 전시 : 정크솟대, 한지보리공예, 보릿대공예, 서각공예, 품종별 보리생육과정 전시, 곤포 조형물 등",,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_73862cae-c993-49e8-8e8e-526603f0880f_3.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_73862cae-c993-49e8-8e8e-526603f0880f_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_73862cae-c993-49e8-8e8e-526603f0880f_5.JPG,2025-05-10,2025-05-11,전라남도 영광군 군남면 포천리 112-5,영광찰보리축제추진위원회/영광찰보리축제집행위원회,061-350-5951
작당페스타,청년 각자의 궤도가 충돌하며 만들어내는 문화의 우주,"작당페스타는 청년문화공간 ‘청년작당소’의 5주년을 기념하는 축제로, 지난 활동을 돌아보고 청년 간 네트워크를 확장하며 협업을 촉진하는 문화 실험의 장이다. 이 축제는 1층 야외 공간에서 청년 커뮤니티와 셀러들이 참여하는 마켓과 청년 뮤지션들의 공연 및 참여형 무대가 운영된다. 2층 BNK 아트갤러리에서는 청년 작가 5인의 도전과 성장을 담은 연계 전시가 진행된다. 3층 커뮤니티존에서는 창작 워크숍과 네트워크 프로그램이 마련된다. 특히 청년작당소를 거쳐 간 청년들의 연결망을 바탕으로, 부산의 청년 커뮤니티, 뮤지션, 작가들이 직접 참여하여 축제를 함께 만들어 간다. 예술과 커뮤니티가 결합된 이번 축제에서는 청년들의 경험과 감각, 그리고 이야기를 다채로운 방식으로 만나볼 수 있다. 작당페스타는 일회성 행사가 아닌, 축제 이후에도 새로운 프로젝트와 협력 네트워크가 지속될 수 있도록 설계되었으며, 더 많은 청년들이 연결될 수 있는 기회의 장으로 기능할 예정이다.
[행사내용]
1. 1층
- 작당마켓(청년 커뮤니티와 셀러들이 함께하는 마켓)
- 은하수 스테이지(청년 뮤지션 공연과 오픈 마이크)

2. 2층
- 청년궤도: 우리의 공전(청년 작가들의 과거와 현재를 잇는 궤적 전시)

3. 3층
- 우주상영회(지금 청년들에게 닿는 영화 상영)
- 우주 실험 상점(청년 작가들과 함께하는 아트체험&굿즈 상점)
- 나만의 행성만들기 -워크숍(나의 정제성과 방향을 표현하는 장작 워크숍)
- 청년 주파수: 대화의 파동(청년 기획자&커뮤니티가 연결되는 네트워크 파티)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/fe3f1bc6-e73d-4480-ac34-d921d18cd735_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_fe3f1bc6-e73d-4480-ac34-d921d18cd735_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_fe3f1bc6-e73d-4480-ac34-d921d18cd735_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_fe3f1bc6-e73d-4480-ac34-d921d18cd735_6.jpg,2025-05-10,2025-05-11,부산광역시 중구 광복중앙로 13 (신창동1가) 청년작당소,"부산시/청년작당소, ㈜리멘, ㈜디랩",051-711-2980
장성 황룡강 길동무 꽃길 축제,봄꽃의 선율이 흐르고 사람과 자연이 공존하는 황룡강,"20년 전통의 장성 홍길동 축제와 황룡강 꽃길을 접목시켜 새롭게 탄생한‘장성 황룡강 길동무 꽃길축제’는 가을에 개최되는‘장성 황룡강 가을꽃축제’와 더불어 황룡강에서 만날 수 있는 대표 꽃 축제로 자리매김 하였다. 매년5월 황룡강변에 붉은 꽃양귀비,수레국화,금영화 등이 개화하여 아름다운 경관을 연출한다. 강변을 따라 꽃길을 걸으며 장성만의 이색적인 봄 경치를 즐길 수 있다. 황룡강 길동무 꽃길축제는 황룡강변에서 진행되는데 황룡강변에서는 봄꽃정원을 주제로 한 행사와 전시를 비롯한 다양한 체험프로그램을 즐길 수 있고 어린이·청소년을 위한 행사가 마련되어 다양한 재미를 느낄 수 있다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/4666e047-ceeb-40cb-ac0a-63d0b334f36a_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4666e047-ceeb-40cb-ac0a-63d0b334f36a_4.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4666e047-ceeb-40cb-ac0a-63d0b334f36a_5.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4666e047-ceeb-40cb-ac0a-63d0b334f36a_6.png,2025-05-10,2025-05-11,전라남도 장성군 장성읍 장재길 21 장성 황룡강 일원,장성군/장성군축제위원회,061-390-7252
파워풀대구페스티벌,"자유로운 거리, 활력있는 퍼레이드","매년 5월, 대구 국채보상로에서 펼쳐지는 파워풀대구페스티벌은 대한민국을 대표하는 퍼레이드 축제이다. 국내 최대 규모의 거리 퍼레이드와 다양한 거리 예술공연이 펼쳐지며, 남녀노소 누구나 직접 참여하고 즐길 수 있는 시민 축제의 장이 열린다. 8차선 대로를 24시간 통제하며 진행되는 만큼, 도시 전체가 하나의 무대가 되어 강렬한 열정과 에너지를 선사한다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/ae119c92-7e37-466d-99c5-cdc54df0a2c3_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ae119c92-7e37-466d-99c5-cdc54df0a2c3_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ae119c92-7e37-466d-99c5-cdc54df0a2c3_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ae119c92-7e37-466d-99c5-cdc54df0a2c3_6.jpg,2025-05-10,2025-05-11,대구광역시 중구 동성로2길 80 (공평동) 서성네거리~공평네거리,대구광역시/대구문화예술진흥원,053-430-5694
가락몰 빵축제 전국빵지자랑,"딩동댕동~ 서울 최초 빵축제, 전국 빵지자랑!","전국 각지의 농수축산물이 모이는 가락몰에서, 전국 각지의 빵 맛집들이 모여 서울 최초의 전국 빵 축제를 개최한다. 축제는 5월 9일(금)부터 5월 11일(일)까지 3일간, 가락몰 하늘공원에서 진행된다. 20개의 전국 유명 빵집이 참여하며, 총 100종 이상의 다양한 빵을 선보인다. 축제 기간 동안 버블&매직쇼, 풍선 빵 오마카세와 같은 다양한 볼거리와 가락몰 및 행사장 구매고객대상 꽝없는 빵쿠폰 뽑기와 신라호텔 망고쇼트케이크, 나폴레옹과자점 쿠키세트 추첨 이벤트도 진행된다.선착순 400명의 사전 예약자에게는 1만원 빵쿠폰도 제공된다. 사진맛집 가락몰 하늘공원에서, 향긋한 빵 향기와 함께 가족, 친구, 연인과 멋진 추억을 남길 수 있다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/2367bf01-754b-4644-a235-0ed850f2a9bc_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2367bf01-754b-4644-a235-0ed850f2a9bc_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2367bf01-754b-4644-a235-0ed850f2a9bc_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2367bf01-754b-4644-a235-0ed850f2a9bc_6.jpg,2025-05-09,2025-05-11,서울특별시 송파구 양재대로 932 (가락동) 가락몰 3층 하늘공원,서울시농수산식품공사,02-3435-0286
광안리어방축제,'어방'을 현대적으로 재해석한 부산 유일의 문화관광축제,"수영지방은 예로부터 어자원이 풍부해 부산지역에서는 가장 먼저 어업이 발달한 곳이다. 특히 조선시대 경상좌수영 설치에 따라 어민과 수군의 어업협동 공동체인 '어방'이 설치되었으며, 당시 행해지던 어로작업과정을 놀이로 구성한 것이 '좌수영어방놀이'로 보존 전승되고있다. 광안리어방축제는 이러한 전통을 이어 간다는 의미에서 '어방'이라는 축제명을 사용하며, 경상좌수영과 전통 어촌의 민속을 주제로 한 부산을 대표하는 축제이다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/42dddaa8-352f-4846-90a3-3732c08f2830_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_42dddaa8-352f-4846-90a3-3732c08f2830_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_42dddaa8-352f-4846-90a3-3732c08f2830_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_42dddaa8-352f-4846-90a3-3732c08f2830_6.JPG,2025-05-09,2025-05-11,부산광역시 수영구 광안해변로 219 (광안동),수영구/수영구축제위원회,051-610-4062
구리 유채꽃 축제,"유채만발, 구리의 봄","구리 유채꽃 축제는 형형색색 봄의 정취가 가득한 한강변을 배경으로 펼쳐지는 수도권의 대표 봄꽃 축제이다. 유채꽃이 만발한 노란 물결 속에서 산책을 즐기며, 밤에는 감성적인 조명과 공연이 어우러진 특별한 야경을 만날 수 있다. 자연의 아름다움과 다양한 체험 프로그램, 풍성한 먹거리까지 준비되어있다.
[행사내용]
1. 볼거리 : 대규모 유채꽃 꽃단지(67,600㎡) 각종 공연 행사: 전야제, 개막식, 폐막식
2. 즐길거리 : 옛날교복체험, 인셍네컷, 라이트페인팅, 각종 포토존, 시정홍보관
3. 먹거리 살거리 : 먹거리존, 푸드트럭, 지역경제활성화관, 자매도시 특산품
4. 편의성 제고 : 종합상황실 운영, 물품대여소, 긴급의료지원, 행사장내 셔틀버스",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/6f0dd0b2-d91c-4cce-a180-d213bed10515_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6f0dd0b2-d91c-4cce-a180-d213bed10515_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6f0dd0b2-d91c-4cce-a180-d213bed10515_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6f0dd0b2-d91c-4cce-a180-d213bed10515_6.JPG,2025-05-09,2025-05-11,경기도 구리시 코스모스길14번길 249 (토평동) 구리한강시민공원,구리시/(사)구리문화원,031-550-2065
보물섬 해산물축제,국민고향 남해에서! 다채로운 남해 해산물부터 밤하늘을 수놓는 드론 라이팅 쇼까지!,"남해군의 남쪽 끝 미조는 풍요로운 항구다. 미륵이 두루 살펴 도왔다 해서 미조(彌助)라는 아름다운 이름을 얻게 된 이곳은 5월이면 멸치로 바다가 물든다. 멸치의 식감은 부드럽고, 단백하고, 고소하여 누구나 좋아하는 생선이다. 칼슘하면 멸치, 멸치하면 칼슘으로 멸치에는 칼슘이 풍부하여 남녀노소 누구나 즐긴다. 축제의 첫 시작 은2020년 어느작은 어톤 마을에서 자체적으로 시행하다 멸치를 사랑하는 사람들이 늘어나자 남해군 대표축제로 자리매김 하였다. 남해에는 멸치뿐만 아니라 각종 해산물이 풍부하여 어업인단체와 어가들이 항구 주변으로 밀집되어 살고있어 그 풍경 또한 아름다운 그림이다. 이번 축제는 남헤에서 생산되는 멸치젓담기 시현과, 해산물 먹거리, 수산정터 등 다양한 먹거리, 볼거리 프로그램으로 구성하여 진행된다. 또한 지역민들이 참여하는 프로그램을 운영하여 지역민의 역량강화와 지역의 경제발전에 기여하는 축제로 거듭나고 있다.
[행사내용]
1. 메인프로그램 : 드론 라이팅 쇼, 난타공연, 수산물 요리 경연대회, 창현 거리노래방
2. 부대프로그램 : 멸치잡이 퍼포먼스 공연, 지역 예술인 공연, 해산물 마술쇼
3. 참여 프로그램 : 맨손 물고기잡이, 어린 물고기 방류 체험 등
4. 기타 : 수산물 및 특산물 판매, 먹거리 부스 운영",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/64497f3d-db5c-4de6-ab2a-aacac4fd9bb4_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_64497f3d-db5c-4de6-ab2a-aacac4fd9bb4_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_64497f3d-db5c-4de6-ab2a-aacac4fd9bb4_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_64497f3d-db5c-4de6-ab2a-aacac4fd9bb4_6.jpg,2025-05-09,2025-05-10,경상남도 남해군 미조면 미송로 11-19,남해군/보물섬해산물축제공동추진위원회,055-860-8987
산불피해 극복을 위한 영양산나물 먹거리 한마당,실질적인 경제 활성화와 군민을 위로하고 치유하는 회복의 행사,"최근 지역 사회를 안타깝게 한 산불로 인해 모두가 큰 아픔을 겪은 가운데, 함께 이 어려움을 이겨내고자 「산불 피해 극복을 위한 영양산나물 먹거리 한마당」을 진행한다. 지역 농민들과 군민들의 마음을 모아 상생과 회복의 장으로 꾸려질 예정이다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/10fd450d-b429-4549-9588-ce64e952ca1a_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_10fd450d-b429-4549-9588-ce64e952ca1a_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_10fd450d-b429-4549-9588-ce64e952ca1a_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_10fd450d-b429-4549-9588-ce64e952ca1a_6.jpg,2025-05-09,2025-05-11,경상북도 영양군 영양읍 군청길 37 영양군청 전정,영양군/영양축제관광재단,054-683-7300
울산쇠부리축제,이천년 역사를 가진 유일무이 철문화 축제,"달천철장은 원삼한 시대부터 근·현대에 이르기까지 양질의 철을 생산하던 우리나라 최초의 철산지이며, 오늘날 세계적인 산업도시 울산을 잉태시킨 이천년 철의 역사가 숨쉬는 곳이다. 울산쇠부리축제는 울산의 산업의 역사와 전통제철문화를 계승하고 발전시키고자 지난 2005년부터 매년 5월 개최되는 가장 울산다운 축제이다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/07494a9b-ddc4-4c0e-a65c-b23eb746c9d3_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_07494a9b-ddc4-4c0e-a65c-b23eb746c9d3_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_07494a9b-ddc4-4c0e-a65c-b23eb746c9d3_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_07494a9b-ddc4-4c0e-a65c-b23eb746c9d3_6.jpg,2025-05-09,2025-05-11,울산광역시 북구 달천철장길 58 (달천동),울산쇠부리축제 추진위원회,052-293-3500
창녕국가유산야행,"문화와 역사를 함께 체험할 수 있는 창녕 국가유산 야행, 밤을 밝히는 특별한 여행","천년의 역사가 깃든 창녕 교동·송현동 고분군에서 특별한 밤이 펼쳐집니다! 유네스코 세계유산이 된 고분군을 배경으로, 역사와 예술이 어우러진 감성적인 야행(夜行)을 즐길 수 있다. ""달빛 한 아름 교동고분군 밤마실""은 2023년 유네스코 세계유산에 등재된 교동·송현동 고분군의 역사적 가치를 조명하는 야간 특화 프로그램이다. 창녕의 역사와 문화를 감성적으로 풀어낸 축제로, 야경·야로·야설·야사·야화·야시·야식·야숙 등 8야(夜) 24개 프로그램을 선보인다. 행사는 2025년 5월 9일(금)~10일(토), 18:00 ~ 22:00 창녕박물관 및 교동고분군 일대에서 개최된다.",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/471c1745-0e70-49d6-8ae6-ccb8f7c4401c_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_471c1745-0e70-49d6-8ae6-ccb8f7c4401c_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_471c1745-0e70-49d6-8ae6-ccb8f7c4401c_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_471c1745-0e70-49d6-8ae6-ccb8f7c4401c_6.jpg,2025-05-09,2025-05-10,경상남도 창녕군 창녕읍 창밀로 34 창녕 교동 고분군 및 창녕 박물관 일원,창녕군/창녕예총,010-7461-7474
